key_resp.keys,key_resp.corr,key_resp.rt,chosen_stim_name,chosen_stim_0,chosen_stim_1,true_accuracy,cumulativePts_self,cumulativePts_social,outcomeDescr,practice_round.thisRepN,practice_round.thisTrialN,practice_round.thisN,practice_round.thisIndex,practice_round.ran,index,condition,goal,block,block_num,block_instr_text,trial_num,stim_0,stim_0_value,stim_1,stim_1_value,position_changed,stim_left,stim_right,stim_left_name,stim_right_name,optimal_stim,optimal_choice,participant,date,expName,psychopyVersion,OS,frameRate,outcome,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,subject,order_num,session
left,0,1.24895,stimuli/tunga_21.bmp,0,1,0,1000,1000,practice,0,0,0,0,1,100,practice,win,practice_win,1,Play to WIN points,0,stimuli/tunga_22.bmp,1,stimuli/tunga_21.bmp,0,1,21,22,stimuli/tunga_21.bmp,stimuli/tunga_22.bmp,stimuli/tunga_22.bmp,right,07,2021-04-06_12h08.54.664,psyc-347-prosocial-learning,2020.2.4post1,Win32,60,,,,,,,,,
right,1,0.92444,stimuli/tunga_22.bmp,1,0,1,1000,1000,practice,0,1,1,1,1,101,practice,win,practice_win,1,Play to WIN points,1,stimuli/tunga_22.bmp,1,stimuli/tunga_21.bmp,0,1,21,22,stimuli/tunga_21.bmp,stimuli/tunga_22.bmp,stimuli/tunga_22.bmp,right,07,2021-04-06_12h08.54.664,psyc-347-prosocial-learning,2020.2.4post1,Win32,60,,,,,,,,,
left,0,1.242165,stimuli/tunga_22.bmp,1,0,1,1000,1000,practice,0,2,2,2,1,102,practice,win,practice_win,1,Play to WIN points,2,stimuli/tunga_22.bmp,0,stimuli/tunga_21.bmp,1,0,22,21,stimuli/tunga_22.bmp,stimuli/tunga_21.bmp,stimuli/tunga_21.bmp,right,07,2021-04-06_12h08.54.664,psyc-347-prosocial-learning,2020.2.4post1,Win32,60,,,,,,,,,
left,1,0.424535,stimuli/tunga_22.bmp,1,0,1,1000,1000,practice,0,3,3,3,1,103,practice,win,practice_win,1,Play to WIN points,3,stimuli/tunga_22.bmp,1,stimuli/tunga_21.bmp,0,0,22,21,stimuli/tunga_22.bmp,stimuli/tunga_21.bmp,stimuli/tunga_22.bmp,left,07,2021-04-06_12h08.54.664,psyc-347-prosocial-learning,2020.2.4post1,Win32,60,,,,,,,,,
right,0,0.790175,stimuli/tunga_22.bmp,1,0,1,1000,1000,practice,0,4,4,4,1,104,practice,win,practice_win,1,Play to WIN points,4,stimuli/tunga_22.bmp,0,stimuli/tunga_21.bmp,1,1,21,22,stimuli/tunga_21.bmp,stimuli/tunga_22.bmp,stimuli/tunga_21.bmp,left,07,2021-04-06_12h08.54.664,psyc-347-prosocial-learning,2020.2.4post1,Win32,60,,,,,,,,,
left,1,0.767515,stimuli/tunga_22.bmp,1,0,1,1000,1000,practice,0,5,5,5,1,105,practice,win,practice_win,1,Play to WIN points,5,stimuli/tunga_22.bmp,1,stimuli/tunga_21.bmp,0,0,22,21,stimuli/tunga_22.bmp,stimuli/tunga_21.bmp,stimuli/tunga_22.bmp,left,07,2021-04-06_12h08.54.664,psyc-347-prosocial-learning,2020.2.4post1,Win32,60,,,,,,,,,
right,1,0.7562,stimuli/tunga_22.bmp,1,0,1,1000,1000,practice,0,6,6,6,1,106,practice,win,practice_win,1,Play to WIN points,6,stimuli/tunga_22.bmp,1,stimuli/tunga_21.bmp,0,1,21,22,stimuli/tunga_21.bmp,stimuli/tunga_22.bmp,stimuli/tunga_22.bmp,right,07,2021-04-06_12h08.54.664,psyc-347-prosocial-learning,2020.2.4post1,Win32,60,,,,,,,,,
left,1,0.406435,stimuli/tunga_22.bmp,1,0,1,1000,1000,practice,0,7,7,7,1,107,practice,win,practice_win,1,Play to WIN points,7,stimuli/tunga_22.bmp,1,stimuli/tunga_21.bmp,0,0,22,21,stimuli/tunga_22.bmp,stimuli/tunga_21.bmp,stimuli/tunga_22.bmp,left,07,2021-04-06_12h08.54.664,psyc-347-prosocial-learning,2020.2.4post1,Win32,60,,,,,,,,,
right,0,1.171525,stimuli/tunga_24.bmp,0,1,1,1000,1000,practice,0,8,8,8,1,108,practice,avoidloss,practice_avoidloss,3,Play to AVOID LOSING points,0,stimuli/tunga_23.bmp,0,stimuli/tunga_24.bmp,-1,0,23,24,stimuli/tunga_23.bmp,stimuli/tunga_24.bmp,stimuli/tunga_23.bmp,left,07,2021-04-06_12h08.54.664,psyc-347-prosocial-learning,2020.2.4post1,Win32,60,,,,,,,,,
right,1,0.52696,stimuli/tunga_24.bmp,0,1,1,1000,1000,practice,0,9,9,9,1,109,practice,avoidloss,practice_avoidloss,3,Play to AVOID LOSING points,1,stimuli/tunga_23.bmp,-1,stimuli/tunga_24.bmp,0,0,23,24,stimuli/tunga_23.bmp,stimuli/tunga_24.bmp,stimuli/tunga_24.bmp,right,07,2021-04-06_12h08.54.664,psyc-347-prosocial-learning,2020.2.4post1,Win32,60,,,,,,,,,
left,1,0.71806,stimuli/tunga_24.bmp,0,1,1,1000,1000,practice,0,10,10,10,1,110,practice,avoidloss,practice_avoidloss,3,Play to AVOID LOSING points,2,stimuli/tunga_23.bmp,-1,stimuli/tunga_24.bmp,0,1,24,23,stimuli/tunga_24.bmp,stimuli/tunga_23.bmp,stimuli/tunga_24.bmp,left,07,2021-04-06_12h08.54.664,psyc-347-prosocial-learning,2020.2.4post1,Win32,60,,,,,,,,,
left,0,0.56521,stimuli/tunga_24.bmp,0,1,1,1000,1000,practice,0,11,11,11,1,111,practice,avoidloss,practice_avoidloss,3,Play to AVOID LOSING points,3,stimuli/tunga_23.bmp,0,stimuli/tunga_24.bmp,-1,1,24,23,stimuli/tunga_24.bmp,stimuli/tunga_23.bmp,stimuli/tunga_23.bmp,right,07,2021-04-06_12h08.54.664,psyc-347-prosocial-learning,2020.2.4post1,Win32,60,,,,,,,,,
right,1,0.654585,stimuli/tunga_24.bmp,0,1,1,1000,1000,practice,0,12,12,12,1,112,practice,avoidloss,practice_avoidloss,3,Play to AVOID LOSING points,4,stimuli/tunga_23.bmp,-1,stimuli/tunga_24.bmp,0,0,23,24,stimuli/tunga_23.bmp,stimuli/tunga_24.bmp,stimuli/tunga_24.bmp,right,07,2021-04-06_12h08.54.664,psyc-347-prosocial-learning,2020.2.4post1,Win32,60,,,,,,,,,
right,1,0.512795,stimuli/tunga_24.bmp,0,1,1,1000,1000,practice,0,13,13,13,1,113,practice,avoidloss,practice_avoidloss,3,Play to AVOID LOSING points,5,stimuli/tunga_23.bmp,-1,stimuli/tunga_24.bmp,0,0,23,24,stimuli/tunga_23.bmp,stimuli/tunga_24.bmp,stimuli/tunga_24.bmp,right,07,2021-04-06_12h08.54.664,psyc-347-prosocial-learning,2020.2.4post1,Win32,60,,,,,,,,,
